Mod:Item:MetaData, Localized Name
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slime Ball
tconstruct:edible:2, Slime Ball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slime Ball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Naga Scale Shard
tconstruct:shard:0, Steeleaf Shard
tconstruct:shard:0, Fiery Shard
tconstruct:shard:0, Knightly Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Blood Infused Wooden Shard
tconstruct:shard:0, Blood Infused Iron Shard
tconstruct:shard:0, Shadowium Shard
tconstruct:shard:0, Orichalcos Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Plastic Shard
tconstruct:shard:0, Pink Slime Shard
tconstruct:shard:0, Reinforced Pink Slime Shard
tconstruct:shard:0, Infinity Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Thaumium Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Emeradic Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Diamatine Shard
tconstruct:shard:0, Restonia Shard
tconstruct:shard:0, Osgloglas Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Refined Obsidian Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Refined Glowstone Shard
tconstruct:shard:0, Palis Shard
tconstruct:shard:0, Enori Shard
tconstruct:shard:0, Black Quartz Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Void Shard
tconstruct:shard:0, Livingwood Shard
tconstruct:shard:0, Terrasteel Shard
tconstruct:shard:0, Mirion Shard
tconstruct:shard:0, Manasteel Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Wyvern Shard
tconstruct:shard:0, Awakened Shard
tconstruct:shard:0, Chaotic Shard
tconstruct:shard:0, Emerald Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Blood Infused Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Blood Infused Iron Sharpening Kit
tconstruct:sharpening_kit:0, Shadowium Sharpening Kit
tconstruct:sharpening_kit:0, Orichalcos Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Plastic Sharpening Kit
tconstruct:sharpening_kit:0, Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Reinforced Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Infinity Sharpening Kit
tconstruct:sharpening_kit:0, Enderium Sharpening Kit
tconstruct:sharpening_kit:0, Thaumium Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Emeradic Sharpening Kit
tconstruct:sharpening_kit:0, Lumium Sharpening Kit
tconstruct:sharpening_kit:0, Diamatine Sharpening Kit
tconstruct:sharpening_kit:0, Restonia Sharpening Kit
tconstruct:sharpening_kit:0, Osgloglas Sharpening Kit
tconstruct:sharpening_kit:0, Platinum Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Refined Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Refined Glowstone Sharpening Kit
tconstruct:sharpening_kit:0, Palis Sharpening Kit
tconstruct:sharpening_kit:0, Enori Sharpening Kit
tconstruct:sharpening_kit:0, Black Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Signalum Sharpening Kit
tconstruct:sharpening_kit:0, Void Sharpening Kit
tconstruct:sharpening_kit:0, Livingwood Sharpening Kit
tconstruct:sharpening_kit:0, Terrasteel Sharpening Kit
tconstruct:sharpening_kit:0, Mirion Sharpening Kit
tconstruct:sharpening_kit:0, Manasteel Sharpening Kit
tconstruct:sharpening_kit:0, Elementium Sharpening Kit
tconstruct:sharpening_kit:0, Wyvern Sharpening Kit
tconstruct:sharpening_kit:0, Awakened Sharpening Kit
tconstruct:sharpening_kit:0, Chaotic Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:pick_head:0, Electrical Pickaxe Head
tconstruct:pick_head:0, Energetic Pickaxe Head
tconstruct:pick_head:0, Vibrant Pickaxe Head
tconstruct:pick_head:0, Red Pickaxe Head
tconstruct:pick_head:0, Conductive Pickaxe Head
tconstruct:pick_head:0, Pulsating Pickaxe Head
tconstruct:pick_head:0, Dark Pickaxe Head
tconstruct:pick_head:0, Souled Pickaxe Head
tconstruct:pick_head:0, Pickaxe Head of the End
tconstruct:pick_head:0, Fake-Iron Pickaxe Head
tconstruct:pick_head:0, Naga Scale Pickaxe Head
tconstruct:pick_head:0, Steeleaf Pickaxe Head
tconstruct:pick_head:0, Fiery Pickaxe Head
tconstruct:pick_head:0, Knightly Pickaxe Head
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Blood Infused Wooden Pickaxe Head
tconstruct:pick_head:0, Blood Infused Iron Pickaxe Head
tconstruct:pick_head:0, Shadowium Pickaxe Head
tconstruct:pick_head:0, Orichalcos Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Plastic Pickaxe Head
tconstruct:pick_head:0, Pink Slime Pickaxe Head
tconstruct:pick_head:0, Reinforced Pink Slime Pickaxe Head
tconstruct:pick_head:0, Infinity Pickaxe Head
tconstruct:pick_head:0, Enderium Pickaxe Head
tconstruct:pick_head:0, Thaumium Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Emeradic Pickaxe Head
tconstruct:pick_head:0, Lumium Pickaxe Head
tconstruct:pick_head:0, Diamatine Pickaxe Head
tconstruct:pick_head:0, Restonia Pickaxe Head
tconstruct:pick_head:0, Osgloglas Pickaxe Head
tconstruct:pick_head:0, Platinum Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Refined Obsidian Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Refined Glowstone Pickaxe Head
tconstruct:pick_head:0, Palis Pickaxe Head
tconstruct:pick_head:0, Enori Pickaxe Head
tconstruct:pick_head:0, Black Quartz Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Signalum Pickaxe Head
tconstruct:pick_head:0, Void Pickaxe Head
tconstruct:pick_head:0, Livingwood Pickaxe Head
tconstruct:pick_head:0, Terrasteel Pickaxe Head
tconstruct:pick_head:0, Mirion Pickaxe Head
tconstruct:pick_head:0, Manasteel Pickaxe Head
tconstruct:pick_head:0, Elementium Pickaxe Head
tconstruct:pick_head:0, Wyvern Pickaxe Head
tconstruct:pick_head:0, Awakened Pickaxe Head
tconstruct:pick_head:0, Chaotic Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:shovel_head:0, Electrical Shovel Head
tconstruct:shovel_head:0, Energetic Shovel Head
tconstruct:shovel_head:0, Vibrant Shovel Head
tconstruct:shovel_head:0, Red Shovel Head
tconstruct:shovel_head:0, Conductive Shovel Head
tconstruct:shovel_head:0, Pulsating Shovel Head
tconstruct:shovel_head:0, Dark Shovel Head
tconstruct:shovel_head:0, Souled Shovel Head
tconstruct:shovel_head:0, Shovel Head of the End
tconstruct:shovel_head:0, Fake-Iron Shovel Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Blood Infused Wooden Shovel Head
tconstruct:shovel_head:0, Blood Infused Iron Shovel Head
tconstruct:shovel_head:0, Shadowium Shovel Head
tconstruct:shovel_head:0, Orichalcos Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Reinforced Pink Slime Shovel Head
tconstruct:shovel_head:0, Infinity Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Emeradic Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Diamatine Shovel Head
tconstruct:shovel_head:0, Restonia Shovel Head
tconstruct:shovel_head:0, Osgloglas Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Palis Shovel Head
tconstruct:shovel_head:0, Enori Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Void Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Mirion Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Awakened Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Fake-Iron Axe Head
tconstruct:axe_head:0, Naga Scale Axe Head
tconstruct:axe_head:0, Steeleaf Axe Head
tconstruct:axe_head:0, Fiery Axe Head
tconstruct:axe_head:0, Knightly Axe Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Blood Infused Wooden Axe Head
tconstruct:axe_head:0, Blood Infused Iron Axe Head
tconstruct:axe_head:0, Shadowium Axe Head
tconstruct:axe_head:0, Orichalcos Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Reinforced Pink Slime Axe Head
tconstruct:axe_head:0, Infinity Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Thaumium Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Osmiridium Axe Head
tconstruct:axe_head:0, Emeradic Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Diamatine Axe Head
tconstruct:axe_head:0, Restonia Axe Head
tconstruct:axe_head:0, Osgloglas Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Refined Obsidian Axe Head
tconstruct:axe_head:0, Alumite Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Refined Glowstone Axe Head
tconstruct:axe_head:0, Palis Axe Head
tconstruct:axe_head:0, Enori Axe Head
tconstruct:axe_head:0, Black Quartz Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Void Axe Head
tconstruct:axe_head:0, Livingwood Axe Head
tconstruct:axe_head:0, Terrasteel Axe Head
tconstruct:axe_head:0, Mirion Axe Head
tconstruct:axe_head:0, Manasteel Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Wyvern Axe Head
tconstruct:axe_head:0, Awakened Axe Head
tconstruct:axe_head:0, Chaotic Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Naga Scale Broad Axe Head
tconstruct:broad_axe_head:0, Steeleaf Broad Axe Head
tconstruct:broad_axe_head:0, Fiery Broad Axe Head
tconstruct:broad_axe_head:0, Knightly Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
